,age,workclass,education-num,marital-status,occupation,capital-gains,capital-loss,hours-per-week,native-country,target
0,0.03067008638002341,1.6583861820039592,1.1347213388479904,0.9216197939768945,-1.4835590150923224,0.14845061558795816,-0.21665620002800462,-0.0354289029213226,0.2513737866397423,-0.5631898571060739
1,0.8370961257882877,1.026290001919784,1.1347213388479904,-0.40620596317716157,-0.790497377919197,-0.14591824281682156,-0.21665620002800462,-2.2221189981594556,0.2513737866397423,-0.5631898571060739
2,-0.04264137174800061,-0.23790235824856645,-0.42005317361747885,-1.7340317203312177,-0.3284562864704469,-0.14591824281682156,-0.21665620002800462,-0.0354289029213226,0.2513737866397423,-0.5631898571060739
3,1.0570305001723597,-0.23790235824856645,-1.1974404298502135,-0.40620596317716157,-0.3284562864704469,-0.14591824281682156,-0.21665620002800462,-0.0354289029213226,0.2513737866397423,-0.5631898571060739
4,-0.7757559530282409,-0.23790235824856645,1.1347213388479904,-0.40620596317716157,0.5956258964270535,-0.14591824281682156,-0.21665620002800462,-0.0354289029213226,-5.337888785571677,-0.5631898571060739
5,-0.11595282987602464,-0.23790235824856645,1.523414966964358,-0.40620596317716157,-0.790497377919197,-0.14591824281682156,-0.21665620002800462,-0.0354289029213226,0.2513737866397423,-0.5631898571060739
6,0.7637846676602636,-0.23790235824856645,-1.9748276860829481,0.2577069153998665,0.13358480497830333,-0.14591824281682156,-0.21665620002800462,-1.979153432021885,-2.37886742381269,-0.5631898571060739
7,0.9837190420443357,1.026290001919784,-0.42005317361747885,-0.40620596317716157,-0.790497377919197,-0.14591824281682156,-0.21665620002800462,0.36951370730796124,0.2513737866397423,1.7755456278105022
8,-0.5558215786441688,-0.23790235824856645,1.523414966964358,0.9216197939768945,0.5956258964270535,1.7611153366555417,-0.21665620002800462,0.7744563175372451,0.2513737866397423,1.7755456278105022
9,0.2506044607640955,-0.23790235824856645,1.1347213388479904,-0.40620596317716157,-0.790497377919197,0.5552050087102941,-0.21665620002800462,-0.0354289029213226,0.2513737866397423,1.7755456278105022
10,-0.11595282987602464,-0.23790235824856645,-0.031359545501111516,-0.40620596317716157,-0.790497377919197,-0.14591824281682156,-0.21665620002800462,3.204111978912948,0.2513737866397423,1.7755456278105022
11,-0.6291330367721928,1.6583861820039592,1.1347213388479904,-0.40620596317716157,0.5956258964270535,-0.14591824281682156,-0.21665620002800462,-0.0354289029213226,-3.036427726425798,1.7755456278105022
12,-1.142313243668361,-0.23790235824856645,1.1347213388479904,0.9216197939768945,-1.4835590150923224,-0.14591824281682156,-0.21665620002800462,-0.8453141233798903,0.2513737866397423,-0.5631898571060739
13,-0.4825101205161448,-0.23790235824856645,0.7460277107316232,0.9216197939768945,1.0576669878758038,-0.14591824281682156,-0.21665620002800462,0.7744563175372451,0.2513737866397423,-0.5631898571060739
